split,relation,depth_mode,depth_bucket,count,fraction_within_relation,relation_train_frequency
train,concept:professionistypeofprofession,undirected,4,17,0.03935185185185185,432
train,concept:professionistypeofprofession,undirected,>4_or_unreachable,150,0.3472222222222222,432
train,concept:professionusestool,undirected,2,5,0.18518518518518517,27
train,concept:professionusestool,undirected,3,2,0.07407407407407407,27
train,concept:professionusestool,undirected,4,2,0.07407407407407407,27
train,concept:professionusestool,undirected,>4_or_unreachable,18,0.6666666666666666,27
train,concept:proxyfor,undirected,1,61,0.07027649769585254,868
train,concept:proxyfor,undirected,2,26,0.029953917050691243,868
train,concept:proxyfor,undirected,3,136,0.15668202764976957,868
train,concept:proxyfor,undirected,4,46,0.052995391705069124,868
train,concept:proxyfor,undirected,>4_or_unreachable,599,0.6900921658986175,868
train,concept:radiostationincity,undirected,>4_or_unreachable,38,1.0,38
train,concept:riveremptiesintoriver,undirected,2,1,0.018867924528301886,53
train,concept:riveremptiesintoriver,undirected,>4_or_unreachable,52,0.9811320754716981,53
train,concept:specializationof,undirected,1,5,0.11904761904761904,42
train,concept:specializationof,undirected,2,5,0.11904761904761904,42
train,concept:specializationof,undirected,3,4,0.09523809523809523,42
train,concept:specializationof,undirected,4,4,0.09523809523809523,42
train,concept:specializationof,undirected,>4_or_unreachable,24,0.5714285714285714,42
train,concept:sportfansincountry,undirected,1,4,0.09302325581395349,43
train,concept:sportfansincountry,undirected,3,28,0.6511627906976745,43
train,concept:sportfansincountry,undirected,4,1,0.023255813953488372,43
train,concept:sportfansincountry,undirected,>4_or_unreachable,10,0.23255813953488372,43
train,concept:sporthassportsteamposition,undirected,3,1,0.03225806451612903,31
train,concept:sporthassportsteamposition,undirected,4,4,0.12903225806451613,31
train,concept:sporthassportsteamposition,undirected,>4_or_unreachable,26,0.8387096774193549,31
train,concept:sportschoolincountry,undirected,1,4,0.0784313725490196,51
train,concept:sportschoolincountry,undirected,3,29,0.5686274509803921,51
train,concept:sportschoolincountry,undirected,4,1,0.0196078431372549,51
train,concept:sportschoolincountry,undirected,>4_or_unreachable,17,0.3333333333333333,51
train,concept:sportsgamesport,undirected,3,4,0.18181818181818182,22
train,concept:sportsgamesport,undirected,4,2,0.09090909090909091,22
train,concept:sportsgamesport,undirected,>4_or_unreachable,16,0.7272727272727273,22
train,concept:sportsgameteam,undirected,2,49,0.34507042253521125,142
train,concept:sportsgameteam,undirected,3,51,0.3591549295774648,142
train,concept:sportsgameteam,undirected,4,7,0.04929577464788732,142
train,concept:sportsgameteam,undirected,>4_or_unreachable,35,0.24647887323943662,142
train,concept:sportsgamewinner,undirected,2,1,0.027777777777777776,36
train,concept:sportsgamewinner,undirected,3,6,0.16666666666666666,36
train,concept:sportsgamewinner,undirected,4,2,0.05555555555555555,36
train,concept:sportsgamewinner,undirected,>4_or_unreachable,27,0.75,36
train,concept:sportusesequipment,undirected,3,25,0.25510204081632654,98
train,concept:sportusesequipment,undirected,>4_or_unreachable,73,0.7448979591836735,98
train,concept:sportusesstadium,undirected,3,5,0.1724137931034483,29
train,concept:sportusesstadium,undirected,4,1,0.034482758620689655,29
train,concept:sportusesstadium,undirected,>4_or_unreachable,23,0.7931034482758621,29
train,concept:stadiumlocatedincity,undirected,3,2,0.029850746268656716,67
train,concept:stadiumlocatedincity,undirected,>4_or_unreachable,65,0.9701492537313433,67
train,concept:statehascapital,undirected,>4_or_unreachable,15,1.0,15
train,concept:statelocatedincountry,undirected,1,1,0.038461538461538464,26
train,concept:statelocatedincountry,undirected,2,5,0.19230769230769232,26
train,concept:statelocatedincountry,undirected,3,2,0.07692307692307693,26
train,concept:statelocatedincountry,undirected,4,3,0.11538461538461539,26
train,concept:statelocatedincountry,undirected,>4_or_unreachable,15,0.5769230769230769,26
train,concept:statelocatedingeopoliticallocation,undirected,1,3,0.02830188679245283,106
train,concept:statelocatedingeopoliticallocation,undirected,2,15,0.14150943396226415,106
train,concept:statelocatedingeopoliticallocation,undirected,3,37,0.3490566037735849,106
train,concept:statelocatedingeopoliticallocation,undirected,4,15,0.14150943396226415,106
train,concept:statelocatedingeopoliticallocation,undirected,>4_or_unreachable,36,0.33962264150943394,106
train,concept:stateorprovinceisborderedbystateorprovince,undirected,1,2,0.0625,32
train,concept:stateorprovinceisborderedbystateorprovince,undirected,2,4,0.125,32
train,concept:stateorprovinceisborderedbystateorprovince,undirected,3,5,0.15625,32
train,concept:stateorprovinceisborderedbystateorprovince,undirected,4,12,0.375,32
train,concept:stateorprovinceisborderedbystateorprovince,undirected,>4_or_unreachable,9,0.28125,32
train,concept:subpartof,undirected,1,55,0.08172362555720654,673
train,concept:subpartof,undirected,2,10,0.014858841010401188,673
train,concept:subpartof,undirected,3,109,0.16196136701337296,673
train,concept:subpartof,undirected,4,19,0.02823179791976226,673
train,concept:subpartof,undirected,>4_or_unreachable,480,0.7132243684992571,673
train,concept:subpartoforganization,undirected,1,1,0.002898550724637681,345
train,concept:subpartoforganization,undirected,3,57,0.16521739130434782,345
train,concept:subpartoforganization,undirected,4,13,0.03768115942028986,345
train,concept:subpartoforganization,undirected,>4_or_unreachable,274,0.7942028985507247,345
train,concept:synonymfor,undirected,1,13,0.12871287128712872,101
train,concept:synonymfor,undirected,2,3,0.0297029702970297,101
train,concept:synonymfor,undirected,3,12,0.1188118811881188,101
train,concept:synonymfor,undirected,4,7,0.06930693069306931,101
train,concept:synonymfor,undirected,>4_or_unreachable,66,0.6534653465346535,101
train,concept:teamalsoknownas,undirected,1,3,0.10714285714285714,28
train,concept:teamalsoknownas,undirected,2,3,0.10714285714285714,28
train,concept:teamalsoknownas,undirected,3,7,0.25,28
train,concept:teamalsoknownas,undirected,>4_or_unreachable,15,0.5357142857142857,28
train,concept:teamhomestadium,undirected,2,2,0.06896551724137931,29
train,concept:teamhomestadium,undirected,3,8,0.27586206896551724,29
train,concept:teamhomestadium,undirected,4,3,0.10344827586206896,29
train,concept:teamhomestadium,undirected,>4_or_unreachable,16,0.5517241379310345,29
train,concept:teamplaysagainstteam,undirected,1,84,0.14383561643835616,584
train,concept:teamplaysagainstteam,undirected,2,300,0.5136986301369864,584
train,concept:teamplaysagainstteam,undirected,3,105,0.1797945205479452,584
train,concept:teamplaysagainstteam,undirected,4,25,0.04280821917808219,584
train,concept:teamplaysagainstteam,undirected,>4_or_unreachable,70,0.11986301369863013,584
train,concept:teamplaysincity,undirected,3,2,0.03333333333333333,60
train,concept:teamplaysincity,undirected,4,6,0.1,60
train,concept:teamplaysincity,undirected,>4_or_unreachable,52,0.8666666666666667,60
train,concept:teamplaysinleague,undirected,2,10,0.06329113924050633,158
train,concept:teamplaysinleague,undirected,3,43,0.2721518987341772,158
train,concept:teamplaysinleague,undirected,>4_or_unreachable,105,0.6645569620253164,158
train,concept:teamplayssport,undirected,2,8,0.23529411764705882,34
train,concept:teamplayssport,undirected,3,9,0.2647058823529412,34
train,concept:teamplayssport,undirected,4,2,0.058823529411764705,34
train,concept:teamplayssport,undirected,>4_or_unreachable,15,0.4411764705882353,34
train,concept:teamwontrophy,undirected,2,12,0.24,50
train,concept:teamwontrophy,undirected,3,20,0.4,50
train,concept:teamwontrophy,undirected,4,4,0.08,50
train,concept:teamwontrophy,undirected,>4_or_unreachable,14,0.28,50
train,concept:televisionstationaffiliatedwith,undirected,3,22,0.13580246913580246,162
train,concept:televisionstationaffiliatedwith,undirected,4,1,0.006172839506172839,162
train,concept:televisionstationaffiliatedwith,undirected,>4_or_unreachable,139,0.8580246913580247,162
train,concept:televisionstationincity,undirected,1,3,0.08571428571428572,35
train,concept:televisionstationincity,undirected,4,1,0.02857142857142857,35
train,concept:televisionstationincity,undirected,>4_or_unreachable,31,0.8857142857142857,35
train,concept:thinghascolor,undirected,4,2,0.05714285714285714,35
train,concept:thinghascolor,undirected,>4_or_unreachable,33,0.9428571428571428,35
train,concept:thinghasshape,undirected,>4_or_unreachable,37,1.0,37
train,concept:topmemberoforganization,undirected,1,14,0.25,56
train,concept:topmemberoforganization,undirected,3,1,0.017857142857142856,56
train,concept:topmemberoforganization,undirected,>4_or_unreachable,41,0.7321428571428571,56
train,concept:touristattractionsuchastouristattraction,undirected,>4_or_unreachable,143,1.0,143
train,concept:transportationincity,undirected,2,1,0.05263157894736842,19
train,concept:transportationincity,undirected,>4_or_unreachable,18,0.9473684210526315,19
train,concept:visualartistartform,undirected,3,17,0.2125,80
train,concept:visualartistartform,undirected,>4_or_unreachable,63,0.7875,80
train,concept:weaponmadeincountry,undirected,3,19,0.30158730158730157,63
train,concept:weaponmadeincountry,undirected,4,4,0.06349206349206349,63
train,concept:weaponmadeincountry,undirected,>4_or_unreachable,40,0.6349206349206349,63
train,concept:weaponssuchasweapons,undirected,>4_or_unreachable,164,1.0,164
train,concept:worksfor,undirected,1,15,0.08021390374331551,187
train,concept:worksfor,undirected,2,1,0.0053475935828877,187
train,concept:worksfor,undirected,3,17,0.09090909090909091,187
train,concept:worksfor,undirected,4,4,0.0213903743315508,187
train,concept:worksfor,undirected,>4_or_unreachable,150,0.8021390374331551,187
valid,concept:academicfieldconcernssubject,undirected,2,1,0.2,30
valid,concept:academicfieldconcernssubject,undirected,3,1,0.2,30
valid,concept:academicfieldconcernssubject,undirected,4,2,0.4,30
valid,concept:academicfieldconcernssubject,undirected,>4_or_unreachable,1,0.2,30
valid,concept:academicfieldsuchasacademicfield,undirected,1,1,0.05,101
valid,concept:academicfieldsuchasacademicfield,undirected,2,9,0.45,101
valid,concept:academicfieldsuchasacademicfield,undirected,3,7,0.35,101
valid,concept:academicfieldsuchasacademicfield,undirected,4,1,0.05,101
valid,concept:academicfieldsuchasacademicfield,undirected,>4_or_unreachable,2,0.1,101
valid,concept:academicprogramatuniversity,undirected,2,5,0.15625,225
valid,concept:academicprogramatuniversity,undirected,3,19,0.59375,225
valid,concept:academicprogramatuniversity,undirected,4,1,0.03125,225
valid,concept:academicprogramatuniversity,undirected,>4_or_unreachable,7,0.21875,225
valid,concept:acquired,undirected,4,1,0.2,62
valid,concept:acquired,undirected,>4_or_unreachable,4,0.8,62
valid,concept:agentactsinlocation,undirected,1,2,0.03508771929824561,276
valid,concept:agentactsinlocation,undirected,2,4,0.07017543859649122,276
valid,concept:agentactsinlocation,undirected,3,33,0.5789473684210527,276
valid,concept:agentactsinlocation,undirected,4,4,0.07017543859649122,276
valid,concept:agentactsinlocation,undirected,>4_or_unreachable,14,0.24561403508771928,276
valid,concept:agentbelongstoorganization,undirected,1,5,0.38461538461538464,87
valid,concept:agentbelongstoorganization,undirected,3,7,0.5384615384615384,87
valid,concept:agentbelongstoorganization,undirected,>4_or_unreachable,1,0.07692307692307693,87
valid,concept:agentcollaborateswithagent,undirected,1,27,0.4426229508196721,304
valid,concept:agentcollaborateswithagent,undirected,2,1,0.01639344262295082,304
valid,concept:agentcollaborateswithagent,undirected,3,16,0.26229508196721313,304
valid,concept:agentcollaborateswithagent,undirected,4,5,0.08196721311475409,304
valid,concept:agentcollaborateswithagent,undirected,>4_or_unreachable,12,0.19672131147540983,304
valid,concept:agentcompeteswithagent,undirected,1,5,0.15151515151515152,198
valid,concept:agentcompeteswithagent,undirected,2,5,0.15151515151515152,198
valid,concept:agentcompeteswithagent,undirected,3,11,0.3333333333333333,198
valid,concept:agentcompeteswithagent,undirected,4,5,0.15151515151515152,198
valid,concept:agentcompeteswithagent,undirected,>4_or_unreachable,7,0.21212121212121213,198
valid,concept:agentcontributedtocreativework,undirected,1,7,0.5,173
valid,concept:agentcontributedtocreativework,undirected,3,1,0.07142857142857142,173
valid,concept:agentcontributedtocreativework,undirected,>4_or_unreachable,6,0.42857142857142855,173
valid,concept:agentcontrols,undirected,1,11,0.2,293
valid,concept:agentcontrols,undirected,2,2,0.03636363636363636,293
valid,concept:agentcontrols,undirected,3,23,0.41818181818181815,293
valid,concept:agentcontrols,undirected,4,9,0.16363636363636364,293
valid,concept:agentcontrols,undirected,>4_or_unreachable,10,0.18181818181818182,293
valid,concept:agentcreated,undirected,1,30,0.410958904109589,764
valid,concept:agentcreated,undirected,2,1,0.0136986301369863,764
valid,concept:agentcreated,undirected,3,11,0.1506849315068493,764
valid,concept:agentcreated,undirected,4,7,0.0958904109589041,764
valid,concept:agentcreated,undirected,>4_or_unreachable,24,0.3287671232876712,764
valid,concept:agentinvolvedwithitem,undirected,1,1,0.030303030303030304,211
valid,concept:agentinvolvedwithitem,undirected,2,2,0.06060606060606061,211
valid,concept:agentinvolvedwithitem,undirected,3,9,0.2727272727272727,211
valid,concept:agentinvolvedwithitem,undirected,4,2,0.06060606060606061,211
valid,concept:agentinvolvedwithitem,undirected,>4_or_unreachable,19,0.5757575757575758,211
valid,concept:agentparticipatedinevent,undirected,2,5,0.1724137931034483,229
valid,concept:agentparticipatedinevent,undirected,3,9,0.3103448275862069,229
valid,concept:agentparticipatedinevent,undirected,4,5,0.1724137931034483,229
valid,concept:agentparticipatedinevent,undirected,>4_or_unreachable,10,0.3448275862068966,229
valid,concept:agriculturalproductcamefromcountry,undirected,3,4,0.3333333333333333,21
valid,concept:agriculturalproductcamefromcountry,undirected,4,2,0.16666666666666666,21
valid,concept:agriculturalproductcamefromcountry,undirected,>4_or_unreachable,6,0.5,21
valid,concept:agriculturalproductcomingfromvertebrate,undirected,2,2,0.3333333333333333,71
valid,concept:agriculturalproductcomingfromvertebrate,undirected,3,1,0.16666666666666666,71
valid,concept:agriculturalproductcomingfromvertebrate,undirected,4,2,0.3333333333333333,71
valid,concept:agriculturalproductcomingfromvertebrate,undirected,>4_or_unreachable,1,0.16666666666666666,71
valid,concept:agriculturalproductcontainchemical,undirected,3,2,0.4,44
valid,concept:agriculturalproductcontainchemical,undirected,>4_or_unreachable,3,0.6,44
valid,concept:agriculturalproductcookedwithagriculturalproduct,undirected,1,12,0.19047619047619047,214
valid,concept:agriculturalproductcookedwithagriculturalproduct,undirected,2,25,0.3968253968253968,214
valid,concept:agriculturalproductcookedwithagriculturalproduct,undirected,3,21,0.3333333333333333,214
valid,concept:agriculturalproductcookedwithagriculturalproduct,undirected,4,5,0.07936507936507936,214
valid,concept:agriculturalproductcutintogeometricshape,undirected,2,1,0.06666666666666667,41
valid,concept:agriculturalproductcutintogeometricshape,undirected,3,6,0.4,41
valid,concept:agriculturalproductcutintogeometricshape,undirected,4,2,0.13333333333333333,41
valid,concept:agriculturalproductcutintogeometricshape,undirected,>4_or_unreachable,6,0.4,41
valid,concept:agriculturalproductgrowinginstateorprovince,undirected,3,1,0.2,15
valid,concept:agriculturalproductgrowinginstateorprovince,undirected,4,2,0.4,15
valid,concept:agriculturalproductgrowinginstateorprovince,undirected,>4_or_unreachable,2,0.4,15
valid,concept:agriculturalproductgrowninlandscapefeatures,undirected,3,4,0.8,25
valid,concept:agriculturalproductgrowninlandscapefeatures,undirected,4,1,0.2,25
valid,concept:agriculturalproductincludingagriculturalproduct,undirected,1,1,0.041666666666666664,73
valid,concept:agriculturalproductincludingagriculturalproduct,undirected,2,4,0.16666666666666666,73
valid,concept:agriculturalproductincludingagriculturalproduct,undirected,3,7,0.2916666666666667,73
valid,concept:agriculturalproductincludingagriculturalproduct,undirected,4,3,0.125,73
valid,concept:agriculturalproductincludingagriculturalproduct,undirected,>4_or_unreachable,9,0.375,73
valid,concept:agriculturalproducttoattractinsect,undirected,2,2,0.25,28
valid,concept:agriculturalproducttoattractinsect,undirected,3,3,0.375,28
valid,concept:agriculturalproducttoattractinsect,undirected,>4_or_unreachable,3,0.375,28
valid,concept:airportincity,undirected,1,3,1.0,62
valid,concept:animaldevelopdisease,undirected,2,2,0.1,119
valid,concept:animaldevelopdisease,undirected,3,6,0.3,119
valid,concept:animaldevelopdisease,undirected,4,2,0.1,119
valid,concept:animaldevelopdisease,undirected,>4_or_unreachable,10,0.5,119
valid,concept:animaleatfood,undirected,1,1,0.09090909090909091,118
valid,concept:animaleatfood,undirected,4,2,0.18181818181818182,118
valid,concept:animaleatfood,undirected,>4_or_unreachable,8,0.7272727272727273,118
valid,concept:animaleatvegetable,undirected,3,3,0.2727272727272727,44
valid,concept:animaleatvegetable,undirected,4,2,0.18181818181818182,44
valid,concept:animaleatvegetable,undirected,>4_or_unreachable,6,0.5454545454545454,44
valid,concept:animalistypeofanimal,undirected,1,32,0.34408602150537637,280
valid,concept:animalistypeofanimal,undirected,2,24,0.25806451612903225,280
valid,concept:animalistypeofanimal,undirected,3,27,0.2903225806451613,280
valid,concept:animalistypeofanimal,undirected,4,2,0.021505376344086023,280
valid,concept:animalistypeofanimal,undirected,>4_or_unreachable,8,0.08602150537634409,280
valid,concept:animalpreyson,undirected,1,34,0.3541666666666667,257
valid,concept:animalpreyson,undirected,2,27,0.28125,257
valid,concept:animalpreyson,undirected,3,22,0.22916666666666666,257
valid,concept:animalpreyson,undirected,4,5,0.052083333333333336,257
valid,concept:animalpreyson,undirected,>4_or_unreachable,4,0.041666666666666664,257
valid,concept:animalpreyson,undirected,self_loop,4,0.041666666666666664,257
valid,concept:animalsuchasfish,undirected,1,1,0.08333333333333333,61
valid,concept:animalsuchasfish,undirected,3,2,0.16666666666666666,61
valid,concept:animalsuchasfish,undirected,>4_or_unreachable,9,0.75,61
valid,concept:animalsuchasinsect,undirected,1,22,0.5641025641025641,90
valid,concept:animalsuchasinsect,undirected,2,10,0.2564102564102564,90
valid,concept:animalsuchasinsect,undirected,3,6,0.15384615384615385,90
valid,concept:animalsuchasinsect,undirected,4,1,0.02564102564102564,90
valid,concept:animalsuchasinvertebrate,undirected,1,6,0.3333333333333333,45
valid,concept:animalsuchasinvertebrate,undirected,2,6,0.3333333333333333,45
valid,concept:animalsuchasinvertebrate,undirected,3,4,0.2222222222222222,45
valid,concept:animalsuchasinvertebrate,undirected,4,1,0.05555555555555555,45
valid,concept:animalsuchasinvertebrate,undirected,>4_or_unreachable,1,0.05555555555555555,45
valid,concept:animalthatfeedoninsect,undirected,1,9,0.42857142857142855,59
valid,concept:animalthatfeedoninsect,undirected,2,9,0.42857142857142855,59
valid,concept:animalthatfeedoninsect,undirected,3,3,0.14285714285714285,59
valid,concept:arterycalledartery,undirected,1,2,0.2222222222222222,47
valid,concept:arterycalledartery,undirected,2,1,0.1111111111111111,47
valid,concept:arterycalledartery,undirected,3,6,0.6666666666666666,47
valid,concept:arthropodandotherarthropod,undirected,1,11,0.6111111111111112,51
valid,concept:arthropodandotherarthropod,undirected,2,5,0.2777777777777778,51
valid,concept:arthropodandotherarthropod,undirected,3,1,0.05555555555555555,51
valid,concept:arthropodandotherarthropod,undirected,>4_or_unreachable,1,0.05555555555555555,51
valid,concept:arthropodcalledarthropod,undirected,1,12,0.5,62
valid,concept:arthropodcalledarthropod,undirected,2,6,0.25,62
valid,concept:arthropodcalledarthropod,undirected,3,1,0.041666666666666664,62
valid,concept:arthropodcalledarthropod,undirected,4,3,0.125,62
valid,concept:arthropodcalledarthropod,undirected,>4_or_unreachable,2,0.08333333333333333,62
valid,concept:atdate,undirected,2,32,0.03591470258136925,2535
valid,concept:atdate,undirected,3,774,0.8686868686868687,2535
valid,concept:atdate,undirected,4,40,0.04489337822671156,2535
valid,concept:atdate,undirected,>4_or_unreachable,45,0.050505050505050504,2535
valid,concept:athletebeatathlete,undirected,2,2,0.5,26
valid,concept:athletebeatathlete,undirected,>4_or_unreachable,2,0.5,26
valid,concept:athleteflyouttosportsteamposition,undirected,3,14,0.7777777777777778,143
valid,concept:athleteflyouttosportsteamposition,undirected,4,3,0.16666666666666666,143
valid,concept:athleteflyouttosportsteamposition,undirected,>4_or_unreachable,1,0.05555555555555555,143
valid,concept:athletehomestadium,undirected,2,3,0.23076923076923078,87
valid,concept:athletehomestadium,undirected,4,5,0.38461538461538464,87
valid,concept:athletehomestadium,undirected,>4_or_unreachable,5,0.38461538461538464,87
valid,concept:athleteinjuredhisbodypart,undirected,3,1,0.07692307692307693,34
valid,concept:athleteinjuredhisbodypart,undirected,>4_or_unreachable,12,0.9230769230769231,34
valid,concept:athleteledsportsteam,undirected,1,4,0.3076923076923077,66
valid,concept:athleteledsportsteam,undirected,3,4,0.3076923076923077,66
valid,concept:athleteledsportsteam,undirected,4,3,0.23076923076923078,66
valid,concept:athleteledsportsteam,undirected,>4_or_unreachable,2,0.15384615384615385,66
valid,concept:athleteplaysforteam,undirected,1,2,0.1,128
valid,concept:athleteplaysforteam,undirected,2,4,0.2,128
valid,concept:athleteplaysforteam,undirected,3,11,0.55,128
valid,concept:athleteplaysforteam,undirected,>4_or_unreachable,3,0.15,128
valid,concept:athleteplaysinleague,undirected,3,20,0.8,136
valid,concept:athleteplaysinleague,undirected,4,4,0.16,136
valid,concept:athleteplaysinleague,undirected,>4_or_unreachable,1,0.04,136
valid,concept:athleteplayssport,undirected,2,1,0.058823529411764705,227
valid,concept:athleteplayssport,undirected,3,12,0.7058823529411765,227
valid,concept:athleteplayssport,undirected,4,4,0.23529411764705882,227
valid,concept:athleteplayssportsteamposition,undirected,4,2,0.3333333333333333,32
valid,concept:athleteplayssportsteamposition,undirected,>4_or_unreachable,4,0.6666666666666666,32
valid,concept:athletewinsawardtrophytournament,undirected,2,1,0.14285714285714285,25
valid,concept:athletewinsawardtrophytournament,undirected,3,1,0.14285714285714285,25
valid,concept:athletewinsawardtrophytournament,undirected,4,3,0.42857142857142855,25
valid,concept:athletewinsawardtrophytournament,undirected,>4_or_unreachable,2,0.2857142857142857,25
valid,concept:atlocation,undirected,1,12,0.07692307692307693,738
valid,concept:atlocation,undirected,2,1,0.00641025641025641,738
valid,concept:atlocation,undirected,3,79,0.5064102564102564,738
valid,concept:atlocation,undirected,4,23,0.14743589743589744,738
valid,concept:atlocation,undirected,>4_or_unreachable,41,0.26282051282051283,738
valid,concept:attractionofcity,undirected,1,1,0.5,60
valid,concept:attractionofcity,undirected,>4_or_unreachable,1,0.5,60
valid,concept:automakerproducesmodel,undirected,1,1,0.125,56
valid,concept:automakerproducesmodel,undirected,2,1,0.125,56
valid,concept:automakerproducesmodel,undirected,3,2,0.25,56
valid,concept:automakerproducesmodel,undirected,>4_or_unreachable,4,0.5,56
valid,concept:automobilemakercardealersinstateorprovince,undirected,2,1,0.1,26
valid,concept:automobilemakercardealersinstateorprovince,undirected,3,4,0.4,26
valid,concept:automobilemakercardealersinstateorprovince,undirected,4,3,0.3,26
valid,concept:automobilemakercardealersinstateorprovince,undirected,>4_or_unreachable,2,0.2,26
valid,concept:automobilemakerdealersincity,undirected,3,6,0.5454545454545454,46
valid,concept:automobilemakerdealersincity,undirected,4,3,0.2727272727272727,46
valid,concept:automobilemakerdealersincity,undirected,>4_or_unreachable,2,0.18181818181818182,46
valid,concept:automobilemakerdealersincountry,undirected,1,1,0.2,16
valid,concept:automobilemakerdealersincountry,undirected,3,4,0.8,16
valid,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,2,1,0.16666666666666666,19
valid,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,3,1,0.16666666666666666,19
valid,concept:awardtrophytournamentisthechampionshipgameofthenationalsport,undirected,>4_or_unreachable,4,0.6666666666666666,19
valid,concept:bacteriaisthecausativeagentofphysiologicalcondition,undirected,>4_or_unreachable,7,1.0,78
valid,concept:bakedgoodservedwithbeverage,undirected,3,1,0.07692307692307693,105
valid,concept:bakedgoodservedwithbeverage,undirected,>4_or_unreachable,12,0.9230769230769231,105
valid,concept:bankbankincountry,undirected,3,11,0.7857142857142857,82
valid,concept:bankbankincountry,undirected,4,1,0.07142857142857142,82
valid,concept:bankbankincountry,undirected,>4_or_unreachable,2,0.14285714285714285,82
valid,concept:beveragecontainsprotein,undirected,3,2,0.6666666666666666,10
valid,concept:beveragecontainsprotein,undirected,>4_or_unreachable,1,0.3333333333333333,10
valid,concept:beveragemadefrombeverage,undirected,2,1,0.07692307692307693,94
valid,concept:beveragemadefrombeverage,undirected,3,5,0.38461538461538464,94
valid,concept:beveragemadefrombeverage,undirected,4,4,0.3076923076923077,94
valid,concept:beveragemadefrombeverage,undirected,>4_or_unreachable,3,0.23076923076923078,94
valid,concept:bodypartcontainsbodypart,undirected,1,8,0.1702127659574468,241
valid,concept:bodypartcontainsbodypart,undirected,2,5,0.10638297872340426,241
valid,concept:bodypartcontainsbodypart,undirected,3,17,0.3617021276595745,241
valid,concept:bodypartcontainsbodypart,undirected,4,6,0.1276595744680851,241
valid,concept:bodypartcontainsbodypart,undirected,>4_or_unreachable,11,0.23404255319148937,241
valid,concept:bookwriter,undirected,1,7,0.4117647058823529,351
valid,concept:bookwriter,undirected,3,1,0.058823529411764705,351
valid,concept:bookwriter,undirected,>4_or_unreachable,9,0.5294117647058824,351
valid,concept:buildingfeaturemadefrombuildingmaterial,undirected,>4_or_unreachable,1,1.0,27
valid,concept:buildinglocatedincity,undirected,4,1,0.2,99
valid,concept:buildinglocatedincity,undirected,>4_or_unreachable,4,0.8,99
valid,concept:ceoof,undirected,1,6,0.6666666666666666,53
valid,concept:ceoof,undirected,3,1,0.1111111111111111,53
valid,concept:ceoof,undirected,>4_or_unreachable,2,0.2222222222222222,53
valid,concept:chemicalistypeofchemical,undirected,1,13,0.13541666666666666,290
valid,concept:chemicalistypeofchemical,undirected,2,31,0.3229166666666667,290
valid,concept:chemicalistypeofchemical,undirected,3,36,0.375,290
valid,concept:chemicalistypeofchemical,undirected,4,10,0.10416666666666667,290
valid,concept:chemicalistypeofchemical,undirected,>4_or_unreachable,6,0.0625,290
valid,concept:cityalsoknownas,undirected,1,2,0.4,20
valid,concept:cityalsoknownas,undirected,3,1,0.2,20
valid,concept:cityalsoknownas,undirected,>4_or_unreachable,2,0.4,20
valid,concept:citycapitalofcountry,undirected,1,2,0.4,24
valid,concept:citycapitalofcountry,undirected,>4_or_unreachable,3,0.6,24
valid,concept:cityliesonriver,undirected,3,4,0.16666666666666666,232
valid,concept:cityliesonriver,undirected,4,3,0.125,232
valid,concept:cityliesonriver,undirected,>4_or_unreachable,17,0.7083333333333334,232
valid,concept:citylocatedincountry,undirected,1,1,0.08333333333333333,92
valid,concept:citylocatedincountry,undirected,2,1,0.08333333333333333,92
valid,concept:citylocatedincountry,undirected,3,2,0.16666666666666666,92
valid,concept:citylocatedincountry,undirected,4,6,0.5,92
valid,concept:citylocatedincountry,undirected,>4_or_unreachable,2,0.16666666666666666,92
valid,concept:citylocatedingeopoliticallocation,undirected,1,1,0.14285714285714285,38
valid,concept:citylocatedingeopoliticallocation,undirected,3,2,0.2857142857142857,38
valid,concept:citylocatedingeopoliticallocation,undirected,4,2,0.2857142857142857,38
valid,concept:citylocatedingeopoliticallocation,undirected,>4_or_unreachable,2,0.2857142857142857,38
valid,concept:citylocatedinstate,undirected,1,5,0.23809523809523808,132
valid,concept:citylocatedinstate,undirected,3,5,0.23809523809523808,132
valid,concept:citylocatedinstate,undirected,4,2,0.09523809523809523,132
valid,concept:citylocatedinstate,undirected,>4_or_unreachable,9,0.42857142857142855,132
valid,concept:clothingmadefromplant,undirected,2,2,0.3333333333333333,15
valid,concept:clothingmadefromplant,undirected,3,3,0.5,15
valid,concept:clothingmadefromplant,undirected,>4_or_unreachable,1,0.16666666666666666,15
valid,concept:clothingtogowithclothing,undirected,1,23,0.19166666666666668,361
valid,concept:clothingtogowithclothing,undirected,2,52,0.43333333333333335,361
valid,concept:clothingtogowithclothing,undirected,3,41,0.3416666666666667,361
valid,concept:clothingtogowithclothing,undirected,4,4,0.03333333333333333,361
valid,concept:coachesinleague,undirected,3,1,1.0,13
valid,concept:coachesteam,undirected,1,2,0.6666666666666666,20
valid,concept:coachesteam,undirected,4,1,0.3333333333333333,20
valid,concept:coachwontrophy,undirected,3,5,0.5555555555555556,65
valid,concept:coachwontrophy,undirected,4,1,0.1111111111111111,65
valid,concept:coachwontrophy,undirected,>4_or_unreachable,3,0.3333333333333333,65
